transaction_narration,label
Stock market purchase Ref005385 Amt35464 INR,investment
Clothing store purchase Ref005386 Amt544 INR,shopping
Amazon online shopping Ref005387 Amt46769 INR,shopping
Personal loan EMI Ref005388 Amt7943 INR,emi
Bakery item purchase Ref005389 Amt4269 INR,food
Electronics store payment Ref005390 Amt47966 INR,shopping
Ola cab booking Ref005391 Amt16405 INR,travel
Flipkart purchase Ref005392 Amt11977 INR,shopping
Cafe coffee purchase Ref005393 Amt47853 INR,food
Restaurant bill payment Ref005394 Amt5939 INR,food
Cafe coffee purchase Ref005395 Amt37717 INR,food
Crypto investment transfer Ref005396 Amt25088 INR,investment
Stock market purchase Ref005397 Amt22598 INR,investment
Uber ride payment Ref005398 Amt20494 INR,travel
Credit card EMI payment Ref005399 Amt46451 INR,emi
Demat account funding Ref005400 Amt32847 INR,investment
Swiggy food delivery Ref005401 Amt17172 INR,food
Stock market purchase Ref005402 Amt14953 INR,investment
Loan EMI auto debit Ref005403 Amt22363 INR,emi
Mutual fund SIP investment Ref005404 Amt34432 INR,investment
Loan EMI auto debit Ref005405 Amt39825 INR,emi
Bakery item purchase Ref005406 Amt3976 INR,food
Loan EMI auto debit Ref005407 Amt11143 INR,emi
Bakery item purchase Ref005408 Amt924 INR,food
Restaurant bill payment Ref005409 Amt25315 INR,food
Loan EMI auto debit Ref005410 Amt37329 INR,emi
Clothing store purchase Ref005411 Amt4647 INR,shopping
Ola cab booking Ref005412 Amt41812 INR,travel
Electronics store payment Ref005413 Amt12013 INR,shopping
Flipkart purchase Ref005414 Amt22726 INR,shopping
Swiggy food delivery Ref005415 Amt39403 INR,food
Personal loan EMI Ref005416 Amt11695 INR,emi
Stock market purchase Ref005417 Amt33348 INR,investment
Flight ticket purchase Ref005418 Amt2088 INR,travel
Amazon online shopping Ref005419 Amt35331 INR,shopping
Restaurant bill payment Ref005420 Amt19199 INR,food
Restaurant bill payment Ref005421 Amt44863 INR,food
Hotel stay payment Ref005422 Amt34079 INR,travel
Uber ride payment Ref005423 Amt32714 INR,travel
Hotel stay payment Ref005424 Amt10274 INR,travel
Clothing store purchase Ref005425 Amt29897 INR,shopping
Electronics store payment Ref005426 Amt29455 INR,shopping
Bakery item purchase Ref005427 Amt4390 INR,food
Credit card EMI payment Ref005428 Amt24066 INR,emi
Ola cab booking Ref005429 Amt32262 INR,travel
Flight ticket purchase Ref005430 Amt2825 INR,travel
Loan EMI auto debit Ref005431 Amt31585 INR,emi
Amazon online shopping Ref005432 Amt34168 INR,shopping
Restaurant bill payment Ref005433 Amt34659 INR,food
Supermarket shopping bill Ref005434 Amt46119 INR,shopping
Supermarket shopping bill Ref005435 Amt25933 INR,shopping
Flipkart purchase Ref005436 Amt18617 INR,shopping
Credit card EMI payment Ref005437 Amt29453 INR,emi
Train ticket booking IRCTC Ref005438 Amt41147 INR,travel
Crypto investment transfer Ref005439 Amt28617 INR,investment
Mutual fund SIP investment Ref005440 Amt32243 INR,investment
Cafe coffee purchase Ref005441 Amt6936 INR,food
Personal loan EMI Ref005442 Amt31826 INR,emi
Electronics store payment Ref005443 Amt20147 INR,shopping
Demat account funding Ref005444 Amt44930 INR,investment
Bakery item purchase Ref005445 Amt2828 INR,food
Uber ride payment Ref005446 Amt20227 INR,travel
Supermarket shopping bill Ref005447 Amt35672 INR,shopping
Train ticket booking IRCTC Ref005448 Amt48547 INR,travel
Bakery item purchase Ref005449 Amt1932 INR,food
Restaurant bill payment Ref005450 Amt25324 INR,food
Train ticket booking IRCTC Ref005451 Amt35342 INR,travel
Cafe coffee purchase Ref005452 Amt48500 INR,food
Supermarket shopping bill Ref005453 Amt11784 INR,shopping
Clothing store purchase Ref005454 Amt44738 INR,shopping
Swiggy food delivery Ref005455 Amt6565 INR,food
Stock market purchase Ref005456 Amt14620 INR,investment
Loan EMI auto debit Ref005457 Amt46894 INR,emi
Flight ticket purchase Ref005458 Amt13648 INR,travel
Supermarket shopping bill Ref005459 Amt1121 INR,shopping
Cafe coffee purchase Ref005460 Amt13602 INR,food
Restaurant bill payment Ref005461 Amt410 INR,food
Train ticket booking IRCTC Ref005462 Amt11703 INR,travel
Stock market purchase Ref005463 Amt24465 INR,investment
Mutual fund SIP investment Ref005464 Amt10318 INR,investment
Hotel stay payment Ref005465 Amt16233 INR,travel
Clothing store purchase Ref005466 Amt27811 INR,shopping
Clothing store purchase Ref005467 Amt13526 INR,shopping
Bike loan installment Ref005468 Amt45338 INR,emi
Cafe coffee purchase Ref005469 Amt27208 INR,food
Demat account funding Ref005470 Amt12518 INR,investment
Demat account funding Ref005471 Amt39430 INR,investment
Cafe coffee purchase Ref005472 Amt2839 INR,food
Stock market purchase Ref005473 Amt43547 INR,investment
Uber ride payment Ref005474 Amt41885 INR,travel
Zomato order payment Ref005475 Amt10515 INR,food
Mutual fund SIP investment Ref005476 Amt12116 INR,investment
Clothing store purchase Ref005477 Amt11068 INR,shopping
Bike loan installment Ref005478 Amt18765 INR,emi
Clothing store purchase Ref005479 Amt18758 INR,shopping
Clothing store purchase Ref005480 Amt7210 INR,shopping
Cafe coffee purchase Ref005481 Amt13346 INR,food
Bakery item purchase Ref005482 Amt32734 INR,food
Ola cab booking Ref005483 Amt34062 INR,travel
Cafe coffee purchase Ref005484 Amt31479 INR,food
Zomato order payment Ref005485 Amt15084 INR,food
Cafe coffee purchase Ref005486 Amt12189 INR,food
Zomato order payment Ref005487 Amt15943 INR,food
PPF account contribution Ref005488 Amt24407 INR,investment
Stock market purchase Ref005489 Amt29068 INR,investment
Amazon online shopping Ref005490 Amt43542 INR,shopping
Flipkart purchase Ref005491 Amt13890 INR,shopping
Loan EMI auto debit Ref005492 Amt37376 INR,emi
Swiggy food delivery Ref005493 Amt22470 INR,food
Credit card EMI payment Ref005494 Amt23045 INR,emi
Stock market purchase Ref005495 Amt42314 INR,investment
Cafe coffee purchase Ref005496 Amt25005 INR,food
Train ticket booking IRCTC Ref005497 Amt33234 INR,travel
Swiggy food delivery Ref005498 Amt12156 INR,food
Train ticket booking IRCTC Ref005499 Amt43223 INR,travel
Mutual fund SIP investment Ref005500 Amt28970 INR,investment
Swiggy food delivery Ref005501 Amt39530 INR,food
Clothing store purchase Ref005502 Amt36593 INR,shopping
Ola cab booking Ref005503 Amt35956 INR,travel
Loan EMI auto debit Ref005504 Amt7398 INR,emi
Cafe coffee purchase Ref005505 Amt34050 INR,food
Amazon online shopping Ref005506 Amt40639 INR,shopping
Train ticket booking IRCTC Ref005507 Amt24372 INR,travel
Swiggy food delivery Ref005508 Amt6902 INR,food
Uber ride payment Ref005509 Amt25083 INR,travel
Bakery item purchase Ref005510 Amt3928 INR,food
PPF account contribution Ref005511 Amt7940 INR,investment
Uber ride payment Ref005512 Amt37038 INR,travel
Amazon online shopping Ref005513 Amt1397 INR,shopping
PPF account contribution Ref005514 Amt42356 INR,investment
Demat account funding Ref005515 Amt45032 INR,investment
Electronics store payment Ref005516 Amt29569 INR,shopping
Flight ticket purchase Ref005517 Amt40247 INR,travel
Home loan EMI deduction Ref005518 Amt41826 INR,emi
Crypto investment transfer Ref005519 Amt10136 INR,investment
PPF account contribution Ref005520 Amt23701 INR,investment
Ola cab booking Ref005521 Amt18899 INR,travel
Flight ticket purchase Ref005522 Amt16956 INR,travel
Train ticket booking IRCTC Ref005523 Amt48597 INR,travel
Cafe coffee purchase Ref005524 Amt19751 INR,food
Uber ride payment Ref005525 Amt30242 INR,travel
PPF account contribution Ref005526 Amt14975 INR,investment
Stock market purchase Ref005527 Amt41158 INR,investment
Credit card EMI payment Ref005528 Amt26694 INR,emi
Crypto investment transfer Ref005529 Amt30284 INR,investment
Crypto investment transfer Ref005530 Amt25556 INR,investment
Demat account funding Ref005531 Amt22238 INR,investment
Bike loan installment Ref005532 Amt8823 INR,emi
Flipkart purchase Ref005533 Amt16222 INR,shopping
Ola cab booking Ref005534 Amt37349 INR,travel
Hotel stay payment Ref005535 Amt23916 INR,travel
PPF account contribution Ref005536 Amt26852 INR,investment
Home loan EMI deduction Ref005537 Amt14092 INR,emi
Stock market purchase Ref005538 Amt30917 INR,investment
Bakery item purchase Ref005539 Amt42845 INR,food
Demat account funding Ref005540 Amt40967 INR,investment
Mutual fund SIP investment Ref005541 Amt13168 INR,investment
Train ticket booking IRCTC Ref005542 Amt36255 INR,travel
Flight ticket purchase Ref005543 Amt34014 INR,travel
Stock market purchase Ref005544 Amt29131 INR,investment
Swiggy food delivery Ref005545 Amt25394 INR,food
Flipkart purchase Ref005546 Amt18012 INR,shopping
Flipkart purchase Ref005547 Amt42124 INR,shopping
PPF account contribution Ref005548 Amt13063 INR,investment
Flight ticket purchase Ref005549 Amt20841 INR,travel
Stock market purchase Ref005550 Amt48496 INR,investment
Flight ticket purchase Ref005551 Amt20823 INR,travel
Supermarket shopping bill Ref005552 Amt34872 INR,shopping
Zomato order payment Ref005553 Amt4383 INR,food
Zomato order payment Ref005554 Amt668 INR,food
Restaurant bill payment Ref005555 Amt5994 INR,food
Home loan EMI deduction Ref005556 Amt13404 INR,emi
Ola cab booking Ref005557 Amt20256 INR,travel
Restaurant bill payment Ref005558 Amt40944 INR,food
Personal loan EMI Ref005559 Amt29369 INR,emi
Demat account funding Ref005560 Amt46211 INR,investment
Train ticket booking IRCTC Ref005561 Amt19973 INR,travel
Bakery item purchase Ref005562 Amt10573 INR,food
Ola cab booking Ref005563 Amt27309 INR,travel
Bakery item purchase Ref005564 Amt40620 INR,food
Stock market purchase Ref005565 Amt36909 INR,investment
Electronics store payment Ref005566 Amt45966 INR,shopping
Credit card EMI payment Ref005567 Amt7529 INR,emi
Flight ticket purchase Ref005568 Amt6461 INR,travel
Swiggy food delivery Ref005569 Amt25065 INR,food
Crypto investment transfer Ref005570 Amt31352 INR,investment
Uber ride payment Ref005571 Amt38515 INR,travel
Bike loan installment Ref005572 Amt38431 INR,emi
Flipkart purchase Ref005573 Amt29416 INR,shopping
Cafe coffee purchase Ref005574 Amt44124 INR,food
Clothing store purchase Ref005575 Amt22367 INR,shopping
Restaurant bill payment Ref005576 Amt4614 INR,food
Ola cab booking Ref005577 Amt40996 INR,travel
Bike loan installment Ref005578 Amt9896 INR,emi
Swiggy food delivery Ref005579 Amt41664 INR,food
Home loan EMI deduction Ref005580 Amt46722 INR,emi
Restaurant bill payment Ref005581 Amt39605 INR,food
Mutual fund SIP investment Ref005582 Amt40854 INR,investment
Electronics store payment Ref005583 Amt11179 INR,shopping
Home loan EMI deduction Ref005584 Amt12684 INR,emi
Clothing store purchase Ref005585 Amt34207 INR,shopping
Cafe coffee purchase Ref005586 Amt20977 INR,food
Uber ride payment Ref005587 Amt42659 INR,travel
Train ticket booking IRCTC Ref005588 Amt17343 INR,travel
Crypto investment transfer Ref005589 Amt22219 INR,investment
Restaurant bill payment Ref005590 Amt49251 INR,food
Mutual fund SIP investment Ref005591 Amt21918 INR,investment
Amazon online shopping Ref005592 Amt8662 INR,shopping
Amazon online shopping Ref005593 Amt48245 INR,shopping
Amazon online shopping Ref005594 Amt19938 INR,shopping
Stock market purchase Ref005595 Amt30909 INR,investment
Crypto investment transfer Ref005596 Amt2458 INR,investment
Bike loan installment Ref005597 Amt22096 INR,emi
Personal loan EMI Ref005598 Amt27920 INR,emi
Demat account funding Ref005599 Amt8773 INR,investment
Home loan EMI deduction Ref005600 Amt36300 INR,emi
Flight ticket purchase Ref005601 Amt18557 INR,travel
Loan EMI auto debit Ref005602 Amt29582 INR,emi
Restaurant bill payment Ref005603 Amt33444 INR,food
Zomato order payment Ref005604 Amt8523 INR,food
Swiggy food delivery Ref005605 Amt4976 INR,food
Train ticket booking IRCTC Ref005606 Amt4357 INR,travel
Hotel stay payment Ref005607 Amt15628 INR,travel
Zomato order payment Ref005608 Amt732 INR,food
Restaurant bill payment Ref005609 Amt40565 INR,food
Swiggy food delivery Ref005610 Amt38291 INR,food
Demat account funding Ref005611 Amt43677 INR,investment
Bakery item purchase Ref005612 Amt8093 INR,food
Swiggy food delivery Ref005613 Amt13175 INR,food
Swiggy food delivery Ref005614 Amt6109 INR,food
Zomato order payment Ref005615 Amt28475 INR,food
Ola cab booking Ref005616 Amt3376 INR,travel
Cafe coffee purchase Ref005617 Amt21098 INR,food
Flipkart purchase Ref005618 Amt31298 INR,shopping
Flight ticket purchase Ref005619 Amt39779 INR,travel
Flight ticket purchase Ref005620 Amt18978 INR,travel
Amazon online shopping Ref005621 Amt29100 INR,shopping
Hotel stay payment Ref005622 Amt513 INR,travel
Swiggy food delivery Ref005623 Amt13057 INR,food
Credit card EMI payment Ref005624 Amt35620 INR,emi
Flipkart purchase Ref005625 Amt45973 INR,shopping
Zomato order payment Ref005626 Amt12433 INR,food
Train ticket booking IRCTC Ref005627 Amt49663 INR,travel
Ola cab booking Ref005628 Amt25964 INR,travel
Clothing store purchase Ref005629 Amt39523 INR,shopping
PPF account contribution Ref005630 Amt42082 INR,investment
Credit card EMI payment Ref005631 Amt28052 INR,emi
Home loan EMI deduction Ref005632 Amt48298 INR,emi
Hotel stay payment Ref005633 Amt557 INR,travel
Home loan EMI deduction Ref005634 Amt49533 INR,emi
Uber ride payment Ref005635 Amt4138 INR,travel
Cafe coffee purchase Ref005636 Amt22659 INR,food
Bakery item purchase Ref005637 Amt49622 INR,food
Mutual fund SIP investment Ref005638 Amt44273 INR,investment
Mutual fund SIP investment Ref005639 Amt48876 INR,investment
Restaurant bill payment Ref005640 Amt38644 INR,food
Personal loan EMI Ref005641 Amt44546 INR,emi
Bakery item purchase Ref005642 Amt17299 INR,food
Bike loan installment Ref005643 Amt23569 INR,emi
Demat account funding Ref005644 Amt32848 INR,investment
Bike loan installment Ref005645 Amt20643 INR,emi
Flipkart purchase Ref005646 Amt15049 INR,shopping
Flipkart purchase Ref005647 Amt2898 INR,shopping
Bike loan installment Ref005648 Amt30570 INR,emi
Demat account funding Ref005649 Amt26526 INR,investment
Crypto investment transfer Ref005650 Amt29733 INR,investment
Ola cab booking Ref005651 Amt48456 INR,travel
Crypto investment transfer Ref005652 Amt1704 INR,investment
Train ticket booking IRCTC Ref005653 Amt25099 INR,travel
Flight ticket purchase Ref005654 Amt24067 INR,travel
Cafe coffee purchase Ref005655 Amt43469 INR,food
Ola cab booking Ref005656 Amt38958 INR,travel
Ola cab booking Ref005657 Amt6315 INR,travel
Cafe coffee purchase Ref005658 Amt31051 INR,food
Train ticket booking IRCTC Ref005659 Amt22206 INR,travel
Uber ride payment Ref005660 Amt32692 INR,travel
Stock market purchase Ref005661 Amt19991 INR,investment
Clothing store purchase Ref005662 Amt15025 INR,shopping
Flight ticket purchase Ref005663 Amt39868 INR,travel
Crypto investment transfer Ref005664 Amt28615 INR,investment
Flight ticket purchase Ref005665 Amt43733 INR,travel
Restaurant bill payment Ref005666 Amt7047 INR,food
Restaurant bill payment Ref005667 Amt46369 INR,food
PPF account contribution Ref005668 Amt19060 INR,investment
Ola cab booking Ref005669 Amt34097 INR,travel
Stock market purchase Ref005670 Amt27385 INR,investment
Mutual fund SIP investment Ref005671 Amt20285 INR,investment
Train ticket booking IRCTC Ref005672 Amt41417 INR,travel
Personal loan EMI Ref005673 Amt28214 INR,emi
Amazon online shopping Ref005674 Amt39363 INR,shopping
Hotel stay payment Ref005675 Amt18574 INR,travel
Home loan EMI deduction Ref005676 Amt45222 INR,emi
Train ticket booking IRCTC Ref005677 Amt37149 INR,travel
Mutual fund SIP investment Ref005678 Amt1260 INR,investment
Demat account funding Ref005679 Amt27428 INR,investment
Ola cab booking Ref005680 Amt21477 INR,travel
Train ticket booking IRCTC Ref005681 Amt41641 INR,travel
Demat account funding Ref005682 Amt36472 INR,investment
Personal loan EMI Ref005683 Amt21796 INR,emi
Ola cab booking Ref005684 Amt21191 INR,travel
Flipkart purchase Ref005685 Amt46506 INR,shopping
Supermarket shopping bill Ref005686 Amt15633 INR,shopping
Flight ticket purchase Ref005687 Amt37016 INR,travel
Mutual fund SIP investment Ref005688 Amt20642 INR,investment
Amazon online shopping Ref005689 Amt25275 INR,shopping
Hotel stay payment Ref005690 Amt21179 INR,travel
Bakery item purchase Ref005691 Amt32274 INR,food
PPF account contribution Ref005692 Amt47798 INR,investment
Loan EMI auto debit Ref005693 Amt29557 INR,emi
Stock market purchase Ref005694 Amt18201 INR,investment
Train ticket booking IRCTC Ref005695 Amt3968 INR,travel
Stock market purchase Ref005696 Amt14736 INR,investment
Restaurant bill payment Ref005697 Amt23441 INR,food
Electronics store payment Ref005698 Amt36923 INR,shopping
Train ticket booking IRCTC Ref005699 Amt21073 INR,travel
Demat account funding Ref005700 Amt39734 INR,investment
Flipkart purchase Ref005701 Amt42425 INR,shopping
Hotel stay payment Ref005702 Amt39754 INR,travel
Restaurant bill payment Ref005703 Amt48165 INR,food
Swiggy food delivery Ref005704 Amt34408 INR,food
Clothing store purchase Ref005705 Amt16367 INR,shopping
Crypto investment transfer Ref005706 Amt46017 INR,investment
Restaurant bill payment Ref005707 Amt17204 INR,food
Ola cab booking Ref005708 Amt19505 INR,travel
Zomato order payment Ref005709 Amt42805 INR,food
Mutual fund SIP investment Ref005710 Amt24258 INR,investment
Stock market purchase Ref005711 Amt29373 INR,investment
PPF account contribution Ref005712 Amt10387 INR,investment
